text,text_clean,issue_label,source
The charging port on my tablet is not detected.,the charging port on my tablet is not detected,Hardware issue,device_issue_dataset
My tablet software update failed while using multiple apps.,my tablet software update failed while using multiple apps,Software issue,device_issue_dataset
The screen cracked randomly throughout the day.,the screen cracked randomly throughout the day,Cracked screen,device_issue_dataset
My phone fell from a table and charging no longer works.,my phone fell from a table and charging no longer works,Water/Liquid damage,device_issue_dataset
The display shows distorted colors while charging.,the display shows distorted colors while charging,Cracked screen,device_issue_dataset
My smartwatch apps keep crashing when opening settings.,my smartwatch apps keep crashing when opening settings,Software issue,device_issue_dataset
My phone was left inside a hot car and the battery started overheating.,my phone was left inside a hot car and the battery started overheating,Water/Liquid damage,device_issue_dataset
The fingerprint sensor on my tablet fails randomly.,the fingerprint sensor on my tablet fails randomly,Hardware issue,device_issue_dataset
My tablet operating system fails to boot while using multiple apps.,my tablet operating system fails to boot while using multiple apps,Software issue,device_issue_dataset
My tablet had coffee spilled on it and the speaker became distorted.,my tablet had coffee spilled on it and the speaker became distorted,Water/Liquid damage,device_issue_dataset
My tablet software update failed during startup.,my tablet software update failed during startup,Software issue,device_issue_dataset
My phone had coffee spilled on it and the battery started overheating.,my phone had coffee spilled on it and the battery started overheating,Water/Liquid damage,device_issue_dataset
My laptop settings reset automatically when opening settings.,my laptop settings reset automatically when opening settings,Software issue,device_issue_dataset
My smartwatch was exposed to heavy rain and the screen shattered.,my smartwatch was exposed to heavy rain and the screen shattered,Water/Liquid damage,device_issue_dataset
My smartwatch was exposed to beach sand and the display became damaged.,my smartwatch was exposed to beach sand and the display became damaged,Water/Liquid damage,device_issue_dataset
My laptop apps keep crashing during file transfers.,my laptop apps keep crashing during file transfers,Software issue,device_issue_dataset
My laptop was dropped down stairs and the battery started overheating.,my laptop was dropped down stairs and the battery started overheating,Water/Liquid damage,device_issue_dataset
My laptop fell into water and the speaker became distorted.,my laptop fell into water and the speaker became distorted,Water/Liquid damage,device_issue_dataset
My laptop takes too long to charge during normal use.,my laptop takes too long to charge during normal use,Battery degradation,device_issue_dataset
My tablet was left inside a hot car and several buttons stopped responding.,my tablet was left inside a hot car and several buttons stopped responding,Water/Liquid damage,device_issue_dataset
The display shows vertical lines during normal use.,the display shows vertical lines during normal use,Cracked screen,device_issue_dataset
My smartwatch was exposed to beach sand and the screen shattered.,my smartwatch was exposed to beach sand and the screen shattered,Water/Liquid damage,device_issue_dataset
The camera on my tablet is not detected.,the camera on my tablet is not detected,Hardware issue,device_issue_dataset
The display shows vertical lines after an update.,the display shows vertical lines after an update,Cracked screen,device_issue_dataset
The speaker on my smartwatch is physically damaged.,the speaker on my smartwatch is physically damaged,Hardware issue,device_issue_dataset
The motherboard on my tablet is not detected.,the motherboard on my tablet is not detected,Hardware issue,device_issue_dataset
My smartwatch had coffee spilled on it and internal components failed.,my smartwatch had coffee spilled on it and internal components failed,Water/Liquid damage,device_issue_dataset
The power button on my tablet malfunctions during use.,the power button on my tablet malfunctions during use,Hardware issue,device_issue_dataset
My laptop drains quickly when using GPS.,my laptop drains quickly when using gps,Battery degradation,device_issue_dataset
My laptop discharges while idle after a software update.,my laptop discharges while idle after a software update,Battery degradation,device_issue_dataset
The screen goes black during video playback.,the screen goes black during video playback,Cracked screen,device_issue_dataset
My smartwatch device enters a boot loop after installing new software.,my smartwatch device enters a boot loop after installing new software,Software issue,device_issue_dataset
My phone operating system fails to boot during file transfers.,my phone operating system fails to boot during file transfers,Software issue,device_issue_dataset
The motherboard on my tablet stopped working.,the motherboard on my tablet stopped working,Hardware issue,device_issue_dataset
